Topic,Conclusion,Stance,Count
72,We need a better EU migration policy,against,0
72,We need a better EU migration policy.,in favor of,0
72,We need a better EU migration policy.,against,0
72,We need a better distribution of refugees,in favor of,0
72,We need a better distribution of refugees,against,0
72,We need a better distribution of refugees.,in favor of,0
72,We need a better distribution of refugees.,against,0
72,We need a better migration policy.,in favor of,0
72,We need a better migration policy.,against,0
72,We need a combined education and migration policy for Africa and the Middle East.,in favor of,0
72,We need a combined education and migration policy for Africa and the Middle East.,against,0
72,We need a common EU TV channel free of charge for people in all Member States,in favor of,0
72,We need a common EU TV channel free of charge for people in all Member States,against,0
72,"We need a common migration and asylum policy, based on respect for rights and equal treatment",in favor of,0
72,"We need a common migration and asylum policy, based on respect for rights and equal treatment",against,0
72,We need a plan for receiving asylum/migrants.,in favor of,0
72,We need a plan for receiving asylum/migrants.,against,0
72,We need a revision of the current asylum policy in the European Union.,in favor of,0
72,We need a revision of the current asylum policy in the European Union.,against,0
72,We need a single immigration policy.,in favor of,0
72,We need a single immigration policy.,against,0
72,We need a stand-alone European army.,in favor of,0
72,We need a stand-alone European army.,against,0
72,We need an immediate cessation of all immigration.,in favor of,0
72,We need an immediate cessation of all immigration.,against,0
72,We need an inclusive and pluralistic European society,in favor of,0
72,We need an inclusive and pluralistic European society,against,0
72,We need an inclusive and pluralistic European society.,in favor of,0
72,We need an inclusive and pluralistic European society.,against,0
72,We need an inclusive language for all citizens of the world: the Esperanto.,in favor of,0
72,We need an inclusive language for all citizens of the world: the Esperanto.,against,0
72,We need an integrated migration and border policy.,in favor of,0
72,We need an integrated migration and border policy.,against,0
72,We need better ways of migration.,in favor of,0
72,We need better ways of migration.,against,0
72,We need family and child protection against political agendas until their adulthood,in favor of,0
72,We need family and child protection against political agendas until their adulthood,against,0
72,"We need integrated rail transport systems, agreements between various railway operators and a simple and accessible search engine",in favor of,0
72,"We need integrated rail transport systems, agreements between various railway operators and a simple and accessible search engine",against,0
72,We need legal ways of migration.,in favor of,0
72,We need legal ways of migration.,against,0
72,We need see nuclear energy as green energy,in favor of,0
72,We need see nuclear energy as green energy,against,0
72,We need stricter and homogeneous environmental legislation across the EU,in favor of,0
72,We need stricter and homogeneous environmental legislation across the EU,against,0
72,We need to build up European Defence while remaining in NATO,in favor of,0
72,We need to build up European Defence while remaining in NATO,against,0
72,We need to change the immigration policy to prevent illegal crossing,in favor of,0
72,We need to change the immigration policy to prevent illegal crossing,against,0
72,We need to develop a partnership between the EU and the AU (African Union),in favor of,0
72,We need to develop a partnership between the EU and the AU (African Union),against,0
72,We need to develop partnership between the EU and the AU (African Union),in favor of,0
72,We need to develop partnership between the EU and the AU (African Union),against,0
72,We need to ensure improvements to the European Union's decision-making processes with increased transparency and accountability,in favor of,0
72,We need to ensure improvements to the European Union's decision-making processes with increased transparency and accountability,against,0
72,We need to invest in nuclear energy,in favor of,0
72,We need to invest in nuclear energy,against,0
72,"We need to move towards drug reform, which will change our outdated drug policy.",in favor of,0
72,"We need to move towards drug reform, which will change our outdated drug policy.",against,0
72,We need to strengthen the participation of citizens in the design and processes of the EU,in favor of,0
72,We need to strengthen the participation of citizens in the design and processes of the EU,against,0
72,We should abandon the use of school uniform,in favor of,0
72,We should abandon the use of school uniform,against,0
72,We should abolish capital punishment,in favor of,0
72,We should abolish capital punishment,against,0
72,We should abolish intellectual property rights,in favor of,0
72,We should abolish intellectual property rights,against,0
72,We should abolish safe spaces,in favor of,0
72,We should abolish safe spaces,against,0
72,We should abolish the Olympic Games,in favor of,0
72,We should abolish the Olympic Games,against,0
72,We should abolish the right to keep and bear arms,in favor of,0
72,We should abolish the right to keep and bear arms,against,0
72,We should abolish the three-strikes laws,in favor of,0
72,We should abolish the three-strikes laws,against,0
72,We should abolish zoos,in favor of,0
72,We should abolish zoos,against,0
72,We should adapt the viable pay incentive scheme,in favor of,0
72,We should adapt the viable pay incentive scheme,against,0
72,We should adopt a multi-party system,in favor of,0
72,We should adopt a multi-party system,against,0
72,We should adopt a zero-tolerance policy in schools,in favor of,0
72,We should adopt a zero-tolerance policy in schools,against,0
72,We should adopt an austerity regime,in favor of,0
72,We should adopt an austerity regime,against,0
72,We should adopt atheism,in favor of,0
72,We should adopt atheism,against,0
72,We should adopt gender-neutral language,in favor of,0
72,We should adopt gender-neutral language,against,0
72,We should adopt libertarianism,in favor of,0
72,We should adopt libertarianism,against,0
72,We should ban alcohol in India,in favor of,0
72,We should ban alcohol in India,against,0
72,We should ban algorithmic trading,in favor of,0
72,We should ban algorithmic trading,against,0
72,We should ban cosmetic surgery,in favor of,0
72,We should ban cosmetic surgery,against,0
72,We should ban cosmetic surgery for minors,in favor of,0
72,We should ban cosmetic surgery for minors,against,0
72,We should ban factory farming,in favor of,0
72,We should ban factory farming,against,0
72,We should ban fast food,in favor of,0
72,We should ban fast food,against,0
72,We should ban human cloning,in favor of,0
72,We should ban human cloning,against,0
72,We should ban kids' reality shows,in favor of,0
72,We should ban kids' reality shows,against,0
72,We should ban missionary work,in favor of,0
72,We should ban missionary work,against,0
72,We should ban private military companies,in favor of,0
72,We should ban private military companies,against,0
72,We should ban targeted killing,in favor of,0
72,We should ban targeted killing,against,0
72,We should ban telemarketing,in favor of,0
72,We should ban telemarketing,against,0
72,We should ban the Church of Scientology,in favor of,0
72,We should ban the Church of Scientology,against,0
72,We should ban the use of child actors,in favor of,0
72,We should ban the use of child actors,against,0
72,We should ban whaling,in favor of,0
72,We should ban whaling,against,0
72,We should cancel pride parades,in favor of,0
72,We should cancel pride parades,against,0
72,We should encourage people to take part in Fit India Movement,in favor of,0
72,We should encourage people to take part in Fit India Movement,against,0
72,We should end mandatory retirement,in favor of,0
72,We should end mandatory retirement,against,0
72,We should end the use of economic sanctions,in favor of,0
72,We should end the use of economic sanctions,against,0
72,We should fight for the abolition of nuclear weapons,in favor of,0
72,We should fight for the abolition of nuclear weapons,against,0
72,We should forbid neo-banks,in favor of,0
72,We should forbid neo-banks,against,0
72,We should have psychological counseling in educational institutions,in favor of,0
72,We should have psychological counseling in educational institutions,against,0
72,We should introduce compulsory voting,in favor of,0
72,We should introduce compulsory voting,against,0
72,We should legalize cannabis,in favor of,0
72,We should legalize cannabis,against,0
72,We should legalize organ trade,in favor of,0
72,We should legalize organ trade,against,0
72,We should legalize prostitution,in favor of,0
72,We should legalize prostitution,against,0
72,We should legalize sex selection,in favor of,0
72,We should legalize sex selection,against,0
72,We should limit executive compensation,in favor of,0
72,We should limit executive compensation,against,0
72,We should limit judicial activism,in favor of,0
72,We should limit judicial activism,against,0
72,We should oppose collectivism,in favor of,0
72,We should oppose collectivism,against,0
72,We should prohibit school prayer,in favor of,0
72,We should prohibit school prayer,against,0
72,We should stop the development of autonomous cars,in favor of,0
72,We should stop the development of autonomous cars,against,0
72,We should stop using cash,in favor of,0
72,We should stop using cash,against,0
72,We should strengthen laws to fight against terrorism,in favor of,0
72,We should strengthen laws to fight against terrorism,against,0
72,We should subsidize Wikipedia,in favor of,0
72,We should subsidize Wikipedia,against,0
72,We should subsidize embryonic stem cell research,in favor of,13
72,We should subsidize embryonic stem cell research,against,8
72,We should subsidize higher education institutions,in favor of,0
72,We should subsidize higher education institutions,against,0
72,We should subsidize hydrogen vehicles,in favor of,0
72,We should subsidize hydrogen vehicles,against,0
72,We should subsidize journalism,in favor of,0
72,We should subsidize journalism,against,0
72,We should subsidize space exploration,in favor of,0
72,We should subsidize space exploration,against,0
72,We should subsidize student loans,in favor of,0
72,We should subsidize student loans,against,0
72,WikiLeaks is not a bane,in favor of,0
72,WikiLeaks is not a bane,against,0
72,Women are better managers than men,in favor of,0
72,Women are better managers than men,against,0
73,5G services should be available across India,in favor of,0
73,5G services should be available across India,against,0
73,A coordination hub should be set up with representatives of institutions that can act to facilitate the integration of refugees,in favor of,0
73,A coordination hub should be set up with representatives of institutions that can act to facilitate the integration of refugees,against,0
73,Aadhaar should be made mandatory in India,in favor of,0
73,Aadhaar should be made mandatory in India,against,0
73,All countries should take responsibility for accepting refugees,in favor of,0
73,All countries should take responsibility for accepting refugees,against,0
73,"All workers and unemployed should have access to social protection, including young people",in favor of,0
73,"All workers and unemployed should have access to social protection, including young people",against,0
73,Alternative medicine should be more accepted,in favor of,0
73,Alternative medicine should be more accepted,against,0
73,Artificial intelligence brings more harm than good,in favor of,0
73,Artificial intelligence brings more harm than good,against,0
73,Asylum seekers should only be able to file asylum applications from their home or neighboring country.,in favor of,0
73,Asylum seekers should only be able to file asylum applications from their home or neighboring country.,against,0
73,Beauty pageants should be banned,in favor of,0
73,Beauty pageants should be banned,against,0
73,Betting and gambling should be legalized in India,in favor of,0
73,Betting and gambling should be legalized in India,against,0
73,Biogas plants should be assessed on the basis of their efficiency,in favor of,0
73,Biogas plants should be assessed on the basis of their efficiency,against,0
73,British people who are residents in an EU country should have EU-wide rights,in favor of,0
73,British people who are residents in an EU country should have EU-wide rights,against,0
73,"Businesses should buy unused emissions by reforesting, restoration, or conservation of habitats sequestrating carbon",in favor of,0
73,"Businesses should buy unused emissions by reforesting, restoration, or conservation of habitats sequestrating carbon",against,0
73,Catalan should be an official language of the European Parliament,in favor of,0
73,Catalan should be an official language of the European Parliament,against,0
73,Censorship of movies is an outdated concept,in favor of,0
73,Censorship of movies is an outdated concept,against,0
73,Chinese products should be banned in India,in favor of,0
73,Chinese products should be banned in India,against,0
73,Climate neutrality can be achieved only by nuclear energy,in favor of,0
73,Climate neutrality can be achieved only by nuclear energy,against,0
73,Cohesion funds should be provided directly to cities and regions,in favor of,0
73,Cohesion funds should be provided directly to cities and regions,against,0
73,College education should be free for everyone,in favor of,0
73,College education should be free for everyone,against,0
73,Companies should fight moonlighting,in favor of,0
73,Companies should fight moonlighting,against,0
73,Companies should pay for the environmental damage cause by their products,in favor of,0
73,Companies should pay for the environmental damage cause by their products,against,0
73,Coronavirus protection should be advertised on TV and social media,in favor of,0
73,Coronavirus protection should be advertised on TV and social media,against,0
73,Council meetings should be open to the public and the press,in favor of,0
73,Council meetings should be open to the public and the press,against,0
73,Cryptocurrencies should be legalized,in favor of,0
73,Cryptocurrencies should be legalized,against,0
73,Devices with batteries should be designed so that batteries can be replaced,in favor of,0
73,Devices with batteries should be designed so that batteries can be replaced,against,0
73,Doctors should be paid based on how many people they successfully treated,in favor of,0
73,Doctors should be paid based on how many people they successfully treated,against,0
73,Donald Trump's Presidency was a good thing,in favor of,0
73,Donald Trump's Presidency was a good thing,against,0
73,Driverless cars should be allowed in India,in favor of,0
73,Driverless cars should be allowed in India,against,0
73,EU citizens should be allowed to direct vote for more decisions,in favor of,0
73,EU citizens should be allowed to direct vote for more decisions,against,0
73,EU countries should slightly reduce health insurance contributions for all citizens who do not use tobacco products,in favor of,0
73,EU countries should slightly reduce health insurance contributions for all citizens who do not use tobacco products,against,0
73,"EU institutions should prioritize the struggle against all forms of racism, also anti-Muslim bigotry, and antisemitism",in favor of,0
73,"EU institutions should prioritize the struggle against all forms of racism, also anti-Muslim bigotry, and antisemitism",against,0
73,EU needs an action plan against digital addiction,in favor of,0
73,EU needs an action plan against digital addiction,against,0
73,EU officials should be allowed to use the expression “Ladies and Gentlemen”,in favor of,0
73,EU officials should be allowed to use the expression “Ladies and Gentlemen”,against,0
73,Electric cars are not a solution to air pollution,in favor of,0
73,Electric cars are not a solution to air pollution,against,0
73,"Equal pay for equal work should apply as a principle in the country in which you work, regardless of where you come from",in favor of,0
73,"Equal pay for equal work should apply as a principle in the country in which you work, regardless of where you come from",against,0
73,Esperanto should be the common language for the European Union.,in favor of,0
73,Esperanto should be the common language for the European Union.,against,0
73,Esperanto should replace English as the first foreign language in schools and universities,in favor of,0
73,Esperanto should replace English as the first foreign language in schools and universities,against,0
73,"Europe is getting older and should be open to more migration from Asia, and southeast Asia.",in favor of,0
73,"Europe is getting older and should be open to more migration from Asia, and southeast Asia.",against,0
73,Europe must help Ukraine,in favor of,0
73,Europe must help Ukraine,against,0
73,Europe needs an energy partnership with Africa.,in favor of,0
73,Europe needs an energy partnership with Africa.,against,0
73,Europe should change the world for the better for everyone.,in favor of,0
73,Europe should change the world for the better for everyone.,against,0
73,Europe should establish a common Army across Europe,in favor of,0
73,Europe should establish a common Army across Europe,against,0
73,Europe should have stronger borders,in favor of,0
73,Europe should have stronger borders,against,0
73,Europe should protect bees,in favor of,0
73,Europe should protect bees,against,0
73,Europe should put a GreenTax on top of all imports from highly polluting countries,in favor of,0
73,Europe should put a GreenTax on top of all imports from highly polluting countries,against,0
73,Europe should stand together!,in favor of,0
73,Europe should stand together!,against,0
73,European Union should help young people to train in refugee countries,in favor of,0
73,European Union should help young people to train in refugee countries,against,0
73,European citizens want quality of life and are not interested in world supremacy,in favor of,0
73,European citizens want quality of life and are not interested in world supremacy,against,0
73,Every human has the right to receive reliable information about the movement and distribution of public funds,in favor of,0
73,Every human has the right to receive reliable information about the movement and distribution of public funds,against,0
73,Every young European should be asked to go live in another country for 1 year at least,in favor of,0
73,Every young European should be asked to go live in another country for 1 year at least,against,0
73,"Everyone should have equal access to affordable and high-quality public services, including health",in favor of,0
73,"Everyone should have equal access to affordable and high-quality public services, including health",against,0
73,Experimenting on Animals is fair,in favor of,0
73,Experimenting on Animals is fair,against,0
73,"Firecrackers should be banned during Diwali, other festivals, and weddings",in favor of,0
73,"Firecrackers should be banned during Diwali, other festivals, and weddings",against,0
73,Food health and industry companies should be located within the EU,in favor of,0
73,Food health and industry companies should be located within the EU,against,0
73,Food whose production has been subsidized with EU funds should not be allowed to be exported to developing countries.,in favor of,0
73,Food whose production has been subsidized with EU funds should not be allowed to be exported to developing countries.,against,0
73,"Foreign Policy at the EU level should be based on absolute majority, not unanimity",in favor of,0
73,"Foreign Policy at the EU level should be based on absolute majority, not unanimity",against,0
73,"Foreign Policy at the EU level should be based on an absolute majority, not unanimity",in favor of,0
73,"Foreign Policy at the EU level should be based on an absolute majority, not unanimity",against,0
73,"Foreign Policy at the EU level should be based on an absolute majority, not unanimity.",in favor of,0
73,"Foreign Policy at the EU level should be based on an absolute majority, not unanimity.",against,0
73,Frontex should regularly publish transparency reports,in favor of,0
73,Frontex should regularly publish transparency reports,against,0
73,Gas and nuclear power should be supported with money from European countries,in favor of,0
73,Gas and nuclear power should be supported with money from European countries,against,0
73,Germany should start paying reparations share for any damaged countries of Europe up to 100 years after its attack on international society,in favor of,0
73,Germany should start paying reparations share for any damaged countries of Europe up to 100 years after its attack on international society,against,0
73,Homeschooling should be encouraged in India,in favor of,0
73,Homeschooling should be encouraged in India,against,0
73,Humanitarian organizations should be financially responsible in relation to illegal immigration.,in favor of,0
73,Humanitarian organizations should be financially responsible in relation to illegal immigration.,against,0
73,IT recruiters should consider skills instead of a degree in programming,in favor of,0
73,IT recruiters should consider skills instead of a degree in programming,against,0
73,Ideology should be aimed at popularizing the best human qualities and stopping everything that is directed against a human,in favor of,0
73,Ideology should be aimed at popularizing the best human qualities and stopping everything that is directed against a human,against,0
73,Immigrants should integrate through work,in favor of,0
73,Immigrants should integrate through work,against,0
73,Immigrants should learn the language of their host country.,in favor of,0
73,Immigrants should learn the language of their host country.,against,0
73,Immigrants should receive help from the EU through integration programs,in favor of,0
73,Immigrants should receive help from the EU through integration programs,against,0
73,Imprisonment of foreign criminals should be carried out in their country,in favor of,0
73,Imprisonment of foreign criminals should be carried out in their country,against,0
73,India is becoming intolerant,in favor of,0
73,India is becoming intolerant,against,0
73,India should accept Rohingya refugees,in favor of,0
73,India should accept Rohingya refugees,against,0
73,India should have 'One Nation - One Election' policy,in favor of,0
73,India should have 'One Nation - One Election' policy,against,0
73,India should store the data within the territorial boundaries of the country,in favor of,0
73,India should store the data within the territorial boundaries of the country,against,0
73,Intensive livestock farming should disappear,in favor of,0
73,Intensive livestock farming should disappear,against,0
73,International cooperation with third countries in the field of migration should be developed,in favor of,0
73,International cooperation with third countries in the field of migration should be developed,against,0
73,Kids' reality shows should be banned,in favor of,0
73,Kids' reality shows should be banned,against,0
73,Marital Rape should be criminalized in India,in favor of,0
73,Marital Rape should be criminalized in India,against,0
73,Marital rape should be criminalized in India,in favor of,0
73,Marital rape should be criminalized in India,against,0
73,Men are silent sufferers in this modern world,in favor of,0
73,Men are silent sufferers in this modern world,against,0
73,Migrants should be housed in EU bureaucrats' neighborhoods,in favor of,0
73,Migrants should be housed in EU bureaucrats' neighborhoods,against,0
73,Migrants should not be used for political blackmail.,in favor of,0
73,Migrants should not be used for political blackmail.,against,0
73,Migration should not be the solution.,in favor of,0
73,Migration should not be the solution.,against,0
73,NEET exam should be banned,in favor of,0
73,NEET exam should be banned,against,0
73,NGO boats should have an government representative on board to make sure they aren't people trafficking,in favor of,0
73,NGO boats should have an government representative on board to make sure they aren't people trafficking,against,0
73,Nepotism exists in Bollywood,in favor of,0
73,Nepotism exists in Bollywood,against,0
73,News channels are breaking rules to give Breaking news,in favor of,0
73,News channels are breaking rules to give Breaking news,against,0
73,Norway and Iceland should be invited to the European Conference,in favor of,0
73,Norway and Iceland should be invited to the European Conference,against,0
73,Organ donation should be made compulsory,in favor of,0
73,Organ donation should be made compulsory,against,0
73,Pay-as-you-go public health insurance funds should only be used for the most serious illnesses,in favor of,0
73,Pay-as-you-go public health insurance funds should only be used for the most serious illnesses,against,0
73,People from radical Muslim countries should be banned from entering the EU countries,in favor of,0
73,People from radical Muslim countries should be banned from entering the EU countries,against,0
73,People with disabilities should be more represented,in favor of,0
73,People with disabilities should be more represented,against,0
73,Permanent non-EU nationals who are living in the European Union should have more rights.,in favor of,0
73,Permanent non-EU nationals who are living in the European Union should have more rights.,against,0
73,Political institutions should make fundamental changes in the way they address climate change and environmental protection,in favor of,0
73,Political institutions should make fundamental changes in the way they address climate change and environmental protection,against,0
73,Political parties should be brought under RTI (Right to Information) Act,in favor of,0
73,Political parties should be brought under RTI (Right to Information) Act,against,0
73,Primary Health Care (PHC) is an indispensable good for equitable and high-quality care in Europe and beyond,in favor of,0
73,Primary Health Care (PHC) is an indispensable good for equitable and high-quality care in Europe and beyond,against,0
73,Public transport in EU cities should be free,in favor of,0
73,Public transport in EU cities should be free,against,0
73,Rapists should be tortured,in favor of,0
73,Rapists should be tortured,against,0
73,Rural areas should become more attractive for life and work,in favor of,0
73,Rural areas should become more attractive for life and work,against,0
73,Serbia should join the EU.,in favor of,0
73,Serbia should join the EU.,against,0
73,Serious crimes should lead to rapid expulsion from the EU,in favor of,0
73,Serious crimes should lead to rapid expulsion from the EU,against,0
73,Social media is making us less social,in favor of,0
73,Social media is making us less social,against,0
73,"Solar and wind energies have harmful impacts on flying species, fauna and flora in general, and even insects",in favor of,0
73,"Solar and wind energies have harmful impacts on flying species, fauna and flora in general, and even insects",against,0
73,Stray animals should be killed,in favor of,0
73,Stray animals should be killed,against,0
73,Technology is making us feel less human,in favor of,0
73,Technology is making us feel less human,against,0
73,Technology is rising Unemployment rates,in favor of,0
73,Technology is rising Unemployment rates,against,0
73,The 19 June plenary meeting of the European Conference should mark a first step in the direction of a stronger and more united EU in the world,in favor of,0
73,The 19 June plenary meeting of the European Conference should mark a first step in the direction of a stronger and more united EU in the world,against,0
73,The 9th of May (Europe Day) should be a national holiday,in favor of,0
73,The 9th of May (Europe Day) should be a national holiday,against,0
73,The Commission should remove any mention of gender and other ideology from its research funds and calls.,in favor of,0
73,The Commission should remove any mention of gender and other ideology from its research funds and calls.,against,0
73,The Commission should take care of the administration of camps where migrants and asylum seekers are kept.,in favor of,0
73,The Commission should take care of the administration of camps where migrants and asylum seekers are kept.,against,0
73,The EPPO’s jurisdiction should be extended to all member states,in favor of,0
73,The EPPO’s jurisdiction should be extended to all member states,against,0
73,The EU government should encourage people to eat less meat,in favor of,0
73,The EU government should encourage people to eat less meat,against,0
73,The EU itself and its people should understand and accept there are a lot of Europeans outside the EU,in favor of,0
73,The EU itself and its people should understand and accept there are a lot of Europeans outside the EU,against,0
73,The EU itself and its people should understand and accept there are a lot of Europeans outside the EU. EU does not equal to Europe,in favor of,0
73,The EU itself and its people should understand and accept there are a lot of Europeans outside the EU. EU does not equal to Europe,against,0
73,"The EU leadership must enter into strong agreements with the countries where immigrants come from, in order to retain them in their countries",in favor of,0
73,"The EU leadership must enter into strong agreements with the countries where immigrants come from, in order to retain them in their countries",against,0
73,The EU must be confederal and not federal,in favor of,0
73,The EU must be confederal and not federal,against,0
73,"The EU must ensure continued progress toward gender equality, women’s rights, and reproductive freedom",in favor of,0
73,"The EU must ensure continued progress toward gender equality, women’s rights, and reproductive freedom",against,0
73,The EU must take the lead for the Middle East.,in favor of,0
73,The EU must take the lead for the Middle East.,against,0
73,The EU must use its weight as a united global player in trade policy and put an end to foreclosure,in favor of,0
73,The EU must use its weight as a united global player in trade policy and put an end to foreclosure,against,0
73,The EU needs a European research center,in favor of,0
73,The EU needs a European research center,against,0
73,The EU needs a free but correct press,in favor of,0
73,The EU needs a free but correct press,against,0
73,The EU needs a more rational Green Policy,in favor of,0
73,The EU needs a more rational Green Policy,against,0
73,The EU needs a reorientation of migration and asylum policy,in favor of,0
73,The EU needs a reorientation of migration and asylum policy,against,0
73,The EU needs a single market for news,in favor of,0
73,The EU needs a single market for news,against,0
73,The EU needs a wider definition of gender-based violence and an intersectional approach to end it,in favor of,0
73,The EU needs a wider definition of gender-based violence and an intersectional approach to end it,against,0
73,The EU needs human security approach to ensure peace.,in favor of,0
73,The EU needs human security approach to ensure peace.,against,0
73,The EU needs more effective policies to combat online hate speech,in favor of,0
73,The EU needs more effective policies to combat online hate speech,against,0
73,"The EU needs s common migration and asylum policy, based on respect for rights and equal treatment",in favor of,0
73,"The EU needs s common migration and asylum policy, based on respect for rights and equal treatment",against,0
73,The EU needs strong advertising and recruitment strategies for students and qualified employees,in favor of,0
73,The EU needs strong advertising and recruitment strategies for students and qualified employees,against,0
73,The EU needs tougher border protection,in favor of,0
73,The EU needs tougher border protection,against,0
73,The EU should adopt legislative measures aimed at increasing the percentage of women in the political sector,in favor of,0
73,The EU should adopt legislative measures aimed at increasing the percentage of women in the political sector,against,0
73,The EU should also guarantee territorial integrity against threats from Turkey and other Middle Eastern regional powers.,in favor of,0
73,The EU should also guarantee territorial integrity against threats from Turkey and other Middle Eastern regional powers.,against,0
73,The EU should be a permanent member of the UN Security Council,in favor of,0
73,The EU should be a permanent member of the UN Security Council,against,0
73,The EU should be a permanent member of the UN Security Council.,in favor of,0
73,The EU should be a permanent member of the UN Security Council.,against,0
73,The EU should be involved in the creation of a media-funding framework,in favor of,0
73,The EU should be involved in the creation of a media-funding framework,against,0
73,The EU should change its internal structure.,in favor of,0
73,The EU should change its internal structure.,against,0
73,The EU should conclude an agreement with the United Kingdom and create together a European pillar of NATO,in favor of,0
73,The EU should conclude an agreement with the United Kingdom and create together a European pillar of NATO,against,0
73,The EU should decide its role in a multipolar world,in favor of,0
73,The EU should decide its role in a multipolar world,against,0
73,The EU should develop a European Youth Platform for mental health,in favor of,0
73,The EU should develop a European Youth Platform for mental health,against,0
73,The EU should enforce minority protection,in favor of,0
73,The EU should enforce minority protection,against,0
73,The EU should enforce the obligation to respect the Rule of Law within its borders,in favor of,0
73,The EU should enforce the obligation to respect the Rule of Law within its borders,against,0
73,The EU should engage in development cooperation with the global South.,in favor of,0
73,The EU should engage in development cooperation with the global South.,against,0
73,"The EU should ensure a free, independent, and functioning judiciary in its Member States",in favor of,0
73,"The EU should ensure a free, independent, and functioning judiciary in its Member States",against,0
73,The EU should equalize the retirement age for all Europeans.,in favor of,0
73,The EU should equalize the retirement age for all Europeans.,against,0
73,The EU should establish a Carbon Border Adjustment Mechanism (CBAM),in favor of,0
73,The EU should establish a Carbon Border Adjustment Mechanism (CBAM),against,0
73,The EU should extend the model of Pooling & Sharing European military resources beyond air transport.,in favor of,0
73,The EU should extend the model of Pooling & Sharing European military resources beyond air transport.,against,0
73,"The EU should focus more on ensuring the success of the internal market, and on improving its competitiveness",in favor of,0
73,"The EU should focus more on ensuring the success of the internal market, and on improving its competitiveness",against,0
73,The EU should focus on pragmatism,in favor of,0
73,The EU should focus on pragmatism,against,0
73,The EU should have common taxation and social policy,in favor of,0
73,The EU should have common taxation and social policy,against,0
73,The EU should have open borders with poor countries,in favor of,0
73,The EU should have open borders with poor countries,against,0
73,The EU should immediately end the refugee deal with Turkey.,in favor of,0
73,The EU should immediately end the refugee deal with Turkey.,against,0
73,The EU should implement a common pension fund,in favor of,0
73,The EU should implement a common pension fund,against,0
73,The EU should improve public management and anti-corruption mechanisms,in favor of,0
73,The EU should improve public management and anti-corruption mechanisms,against,0
73,The EU should integrate the armed forces of its member states,in favor of,0
73,The EU should integrate the armed forces of its member states,against,0
73,The EU should join NATO,in favor of,0
73,The EU should join NATO,against,0
73,The EU should play a major role in a multipolar world,in favor of,0
73,The EU should play a major role in a multipolar world,against,0
73,"The EU should prohibit, and end funding for activities that presuppose the destruction of human embryos, in particular in the areas of research, development aid, and public health",in favor of,0
73,"The EU should prohibit, and end funding for activities that presuppose the destruction of human embryos, in particular in the areas of research, development aid, and public health",against,0
73,The EU should promote organizations that teach the national language via Esperanto,in favor of,0
73,The EU should promote organizations that teach the national language via Esperanto,against,0
73,The EU should put more pressure on the non-euro area member states to adopt the single currency,in favor of,0
73,The EU should put more pressure on the non-euro area member states to adopt the single currency,against,0
73,The EU should recognize Taiwan as an independent sovereign state,in favor of,0
73,The EU should recognize Taiwan as an independent sovereign state,against,0
73,The EU should reduce its influence on its member states.,in favor of,0
73,The EU should reduce its influence on its member states.,against,0
73,"The EU should set up physical offices, where citizens can address their concerns about Europe",in favor of,0
73,"The EU should set up physical offices, where citizens can address their concerns about Europe",against,0
73,The EU should start accession negotiations with Russia,in favor of,0
73,The EU should start accession negotiations with Russia,against,0
73,The EU should strengthen development cooperation.,in favor of,0
73,The EU should strengthen development cooperation.,against,0
73,The EU should strengthen its relationship with China.,in favor of,0
73,The EU should strengthen its relationship with China.,against,0
73,The EU should strengthen its ties with Ukraine and prepare an EU membership of Ukraine.,in favor of,0
73,The EU should strengthen its ties with Ukraine and prepare an EU membership of Ukraine.,against,0
73,The EU should strengthen its ties with Ukraine and prepare for EU membership of Ukraine.,in favor of,0
73,The EU should strengthen its ties with Ukraine and prepare for EU membership of Ukraine.,against,0
73,The EU should strengthen the integration of Ukraine through intensified cooperation,in favor of,0
73,The EU should strengthen the integration of Ukraine through intensified cooperation,against,0
73,The EU should support Ukraine.,in favor of,0
73,The EU should support Ukraine.,against,0
73,The EU should synchronize national elections,in favor of,0
73,The EU should synchronize national elections,against,0
73,The EU should take responsibility for global environmental and climate policy,in favor of,0
73,The EU should take responsibility for global environmental and climate policy,against,0
73,The EU should use promote institutions to improve the relationship between Eastern and Western Europe.,in favor of,0
73,The EU should use promote institutions to improve the relationship between Eastern and Western Europe.,against,0
73,The EU will dissolve within 10 years unless reformed,in favor of,0
73,The EU will dissolve within 10 years unless reformed,against,0
73,The European Parliament should be dissolved and replaced with a global government.,in favor of,0
73,The European Parliament should be dissolved and replaced with a global government.,against,0
73,"The European Parliament should have more powers, so Europe can stand against other world powers.",in favor of,0
73,"The European Parliament should have more powers, so Europe can stand against other world powers.",against,0
73,"The European Union has no other choice than to reject all immigration, except for workers they need.",in favor of,0
73,"The European Union has no other choice than to reject all immigration, except for workers they need.",against,0
73,The European Union needs to equip itself with the institutional and legal tools to resolve democratic conflicts on sovereignty within its own borders.,in favor of,0
73,The European Union needs to equip itself with the institutional and legal tools to resolve democratic conflicts on sovereignty within its own borders.,against,0
73,The European Union shall guarantee its territorial integrity against threats from Russia and shall seek to eliminate the influence of Russia in Central and Eastern Europe.,in favor of,0
73,The European Union shall guarantee its territorial integrity against threats from Russia and shall seek to eliminate the influence of Russia in Central and Eastern Europe.,against,0
